x z dx dz dmag
1296.72 1748.25 -1.68258e-08 -1.18328e-07 1.19519e-07
1298.06 1750.02 -2.51829e-09 -4.09281e-08 4.10055e-08
1296.62 1748.8 -5.24348e-09 -4.28067e-08 4.31267e-08
1296.42 1746.13 -6.14781e-09 -6.36982e-08 6.39942e-08
1300.93 1748.52 1.57086e-08 -1.08919e-07 1.10046e-07
1301.07 1746.78 -8.80417e-09 -1.45961e-07 1.46226e-07
1296.69 1748.58 -1.09639e-08 -9.47824e-08 9.54144e-08
1296.94 1748.94 -2.32698e-08 -7.84153e-08 8.17951e-08
1301.12 1745.8 -4.42258e-09 -1.25899e-07 1.25977e-07
1300.64 1748.96 2.53087e-08 -7.36267e-08 7.78552e-08
1296.59 1745.92 6.3306e-09 -1.37997e-07 1.38143e-07
1296.42 1746.25 -7.64958e-09 -6.07656e-08 6.12452e-08
1296.59 1747.14 6.52849e-09 -1.40444e-07 1.40596e-07
1301.02 1745.37 -1.93134e-10 -1.07397e-07 1.07397e-07
1301.2 1746.28 7.40307e-11 -1.07671e-07 1.07671e-07
1296.5 1745.33 -1.92845e-09 -7.57332e-08 7.57578e-08
1301.05 1747.43 -2.35844e-09 -1.52545e-07 1.52563e-07
1296.52 1745.43 -1.5832e-09 -9.70035e-08 9.70164e-08
1298.56 1750.02 -1.59071e-09 -3.61019e-08 3.61369e-08
1301.25 1745.91 -5.16963e-10 -9.44635e-08 9.44649e-08
1301.2 1747.29 3.88649e-09 -1.12126e-07 1.12193e-07
1299.57 1749.87 4.41068e-09 -4.15364e-08 4.17699e-08
1300.82 1748.91 1.55551e-08 -8.25836e-08 8.40357e-08
1298.08 1750.07 -1.68279e-09 -4.07633e-08 4.0798e-08
1299.04 1750.13 1.76185e-10 -3.44777e-08 3.44781e-08
1301.06 1747.55 1.85341e-09 -1.51104e-07 1.51115e-07
1300.61 1749.33 9.19604e-09 -5.79667e-08 5.86916e-08
1300.74 1749.29 2.61428e-09 -4.22393e-08 4.23201e-08
1300.94 1748.98 5.10595e-09 -4.36648e-08 4.39623e-08
1296.54 1746.35 8.9042e-09 -1.35955e-07 1.36246e-07
1301.28 1746.73 -1.50516e-09 -5.93941e-08 5.94131e-08
1300.88 1744.97 7.32434e-09 -4.41286e-08 4.47323e-08
1301.05 1746.97 -3.36693e-09 -1.53638e-07 1.53675e-07
1296.7 1745.24 -5.03526e-10 -9.20989e-08 9.21003e-08
1296.57 1746.55 8.00962e-09 -1.40124e-07 1.40353e-07
1298.64 1750.1 -1.74899e-09 -3.57771e-08 3.58199e-08
1296.41 1747.19 1.81031e-09 -6.00526e-08 6.00799e-08
1301.15 1746.55 -4.01636e-09 -1.20663e-07 1.20729e-07
1296.58 1745.91 6.14498e-09 -1.28905e-07 1.29052e-07
1301 1747.57 1.14494e-09 -1.58998e-07 1.59002e-07
1296.49 1746.73 3.5409e-10 -1.22086e-07 1.22086e-07
1296.69 1746.13 5.41042e-09 -1.50279e-07 1.50376e-07
1300.34 1749.59 1.01869e-08 -5.8268e-08 5.91518e-08
1299.24 1750.19 -9.40517e-10 -3.40521e-08 3.40651e-08
1297.07 1749.12 -2.2412e-08 -6.53388e-08 6.90757e-08
1301.17 1745.04 4.03074e-09 -5.79375e-08 5.80775e-08
1301.02 1746.07 -6.19557e-09 -1.4198e-07 1.42115e-07
1299.31 1750.17 -1.65389e-11 -3.59281e-08 3.59281e-08
1298.04 1750.08 6.36195e-10 -4.14556e-08 4.14605e-08
1301.03 1748.16 7.86284e-09 -1.21518e-07 1.21773e-07
1301.17 1746.7 -2.81347e-09 -1.20796e-07 1.20829e-07
1300.91 1748.96 6.30897e-09 -6.68395e-08 6.71366e-08
1296.58 1744.91 -3.92816e-09 -3.29873e-08 3.32204e-08
1297.3 1749.37 -1.61176e-08 -5.70948e-08 5.93261e-08
1301.16 1746.24 -1.80321e-09 -1.22173e-07 1.22187e-07
1301.02 1745.78 -9.88687e-10 -1.39777e-07 1.3978e-07
1296.6 1745.45 -3.49078e-10 -1.13973e-07 1.13973e-07
1298.6 1750.16 -1.41253e-09 -3.73762e-08 3.74028e-08
1298.74 1750.13 -1.28401e-10 -3.83842e-08 3.83845e-08
1296.62 1746.94 4.28404e-09 -1.45646e-07 1.45709e-07
1296.5 1746.92 7.37745e-09 -1.18772e-07 1.19001e-07
1298.38 1749.9 -4.33107e-10 -2.62583e-08 2.62618e-08
1301.29 1745.82 2.10112e-09 -5.75479e-08 5.75863e-08
1301.03 1748.44 1.29432e-08 -1.02005e-07 1.02822e-07
1296.68 1746.41 6.9969e-09 -1.60932e-07 1.61084e-07
1300.97 1748.05 8.88868e-09 -1.36916e-07 1.37204e-07
1299.04 1750.16 1.0174e-10 -4.14124e-08 4.14125e-08
1299.71 1749.91 5.02132e-09 -4.23898e-08 4.26862e-08
1297.13 1749.09 -2.34746e-08 -5.84295e-08 6.29687e-08
1298.73 1750 -9.47529e-10 -3.24429e-08 3.24567e-08
1298.38 1750.16 5.6263e-10 -3.41101e-08 3.41147e-08
1301.22 1745.73 -8.46572e-10 -9.56087e-08 9.56125e-08
1300.91 1745.09 3.25664e-10 -6.16437e-08 6.16446e-08
1297.61 1749.57 -6.72193e-09 -3.67645e-08 3.7374e-08
1296.74 1748.31 -1.51306e-08 -1.1554e-07 1.16526e-07
1299.03 1749.97 1.18194e-09 -3.43984e-08 3.44187e-08
1298.92 1750.15 6.80814e-10 -4.00103e-08 4.00161e-08
1300.83 1748.91 1.96047e-08 -8.0364e-08 8.27208e-08
1299.51 1750.12 -1.1546e-09 -3.33238e-08 3.33438e-08
1296.49 1746.02 3.24615e-09 -9.97894e-08 9.98422e-08
1301.02 1746.14 -3.52974e-09 -1.42876e-07 1.42919e-07
1296.65 1748.11 -1.36617e-08 -1.25065e-07 1.25809e-07
1301.28 1746.09 7.61764e-10 -5.96419e-08 5.96468e-08
1301.25 1746.48 3.96582e-09 -9.81442e-08 9.82243e-08
1299.63 1749.8 1.83953e-09 -4.11331e-08 4.11742e-08
1301.29 1746.02 -8.25998e-10 -5.7684e-08 5.76899e-08
1301.09 1748.68 8.86319e-09 -4.94348e-08 5.02231e-08
1300.37 1749.29 1.85355e-08 -4.54636e-08 4.90969e-08
1300.71 1748.92 2.00394e-08 -8.39401e-08 8.6299e-08
1297.32 1749.68 -1.21772e-09 -3.38802e-08 3.39021e-08
1297.68 1749.66 -7.27546e-09 -4.40396e-08 4.46365e-08
1296.96 1748.98 -2.46519e-08 -7.58887e-08 7.97923e-08
1296.75 1748.41 -2.03685e-08 -1.06899e-07 1.08822e-07
1301.13 1746.17 -4.89348e-09 -1.27238e-07 1.27332e-07
1297.96 1749.74 -4.11378e-09 -3.83267e-08 3.85469e-08
1301.13 1746.42 -3.71005e-09 -1.24869e-07 1.24924e-07
1296.65 1745.55 5.16164e-09 -1.20865e-07 1.20975e-07
1296.58 1747.98 -2.8743e-09 -1.28039e-07 1.28071e-07
1301 1747.14 -4.70009e-09 -1.56887e-07 1.56958e-07
1296.46 1748.04 -3.83502e-09 -9.4775e-08 9.48525e-08
1300.9 1749 9.58489e-09 -6.75193e-08 6.81963e-08
1300.95 1745.22 -1.21058e-10 -7.58085e-08 7.58086e-08
1301.03 1748.64 1.59918e-08 -8.10843e-08 8.26462e-08
1300.77 1748.73 2.43213e-08 -8.77213e-08 9.10305e-08
1297.03 1749.25 -1.70367e-08 -6.1579e-08 6.38923e-08
1296.52 1744.89 -6.02863e-09 -3.34802e-08 3.40187e-08
1297.94 1749.97 -3.44814e-09 -4.06754e-08 4.08213e-08
1298.02 1749.94 -4.53635e-09 -4.13333e-08 4.15815e-08
1301.24 1745.98 7.06671e-09 -9.27648e-08 9.30335e-08
1301.08 1746.53 -2.48795e-09 -1.4405e-07 1.44072e-07
1301.27 1745.62 1.15922e-09 -8.20687e-08 8.20769e-08
1300.92 1748.93 8.09074e-09 -7.01537e-08 7.06188e-08
1296.71 1748.26 -1.40013e-08 -1.23024e-07 1.23818e-07
1301.02 1745.04 2.78221e-09 -5.95272e-08 5.95922e-08
1299.71 1750 3.00239e-09 -4.47938e-08 4.48943e-08
1297.08 1749.42 -9.14126e-09 -4.95044e-08 5.03414e-08
1299.81 1749.79 5.73614e-09 -4.21187e-08 4.25075e-08
1301.05 1747.62 -1.5679e-09 -1.49582e-07 1.4959e-07
1301.23 1747.33 2.178e-10 -1.02734e-07 1.02734e-07
1296.48 1745.47 -1.1171e-09 -9.07788e-08 9.07857e-08
1301.2 1746.36 -1.20853e-09 -1.05789e-07 1.05796e-07
1296.6 1747.37 5.30614e-09 -1.4497e-07 1.45067e-07
1297.01 1749.17 -1.69969e-08 -6.60978e-08 6.82482e-08
1300.12 1749.72 7.09807e-09 -5.47138e-08 5.51723e-08
1301.08 1745.12 3.12974e-09 -7.48751e-08 7.49405e-08
1300.79 1749.02 1.12316e-08 -7.68095e-08 7.76264e-08
1297.4 1749.62 -9.05658e-09 -4.63239e-08 4.72009e-08
1301.22 1745.04 6.23011e-09 -4.93458e-08 4.97375e-08
1301.01 1746.52 -4.25364e-09 -1.46231e-07 1.46292e-07
1296.51 1747.97 3.02219e-09 -1.06904e-07 1.06947e-07
1298.87 1750.14 -2.07334e-10 -3.79221e-08 3.79226e-08
1297.35 1749.38 -1.90806e-08 -4.41855e-08 4.81292e-08
1297.34 1749.47 -1.46261e-08 -5.37025e-08 5.56586e-08
1300.5 1749.43 9.91557e-09 -5.93805e-08 6.02027e-08
1298.72 1750.04 -1.01961e-09 -3.64844e-08 3.64987e-08
1296.59 1747.36 1.01088e-08 -1.42663e-07 1.43021e-07
1301.04 1748.35 9.56194e-09 -1.09925e-07 1.1034e-07
1299.37 1749.93 3.24784e-09 -3.7687e-08 3.78267e-08
1300.95 1745.02 1.85403e-09 -4.64683e-08 4.65053e-08
1300.25 1749.48 1.60931e-08 -5.39403e-08 5.62898e-08
1299.26 1749.88 1.24014e-09 -2.58931e-08 2.59228e-08
1301.08 1748.68 5.93901e-09 -4.61797e-08 4.656e-08
1299.49 1749.82 3.06217e-09 -3.36073e-08 3.37465e-08
1300.34 1749.5 1.49967e-08 -5.83634e-08 6.02593e-08
1296.5 1745.39 -4.44127e-09 -8.97894e-08 8.98992e-08
1300.88 1748.93 1.33957e-08 -7.3293e-08 7.4507e-08
1296.67 1747.62 4.3993e-09 -1.47896e-07 1.47962e-07
1296.43 1746.14 -3.81484e-09 -8.42068e-08 8.42932e-08
1298.18 1749.97 -3.35079e-09 -4.49895e-08 4.51141e-08
1298.39 1750.1 -1.48225e-09 -3.91077e-08 3.91358e-08
1296.63 1746.77 7.30761e-09 -1.54628e-07 1.548e-07
1298.53 1750.1 -1.60534e-09 -3.73064e-08 3.73409e-08
1297.71 1749.7 -8.17216e-09 -4.55188e-08 4.62466e-08
1296.75 1748.38 -1.78488e-08 -1.07095e-07 1.08572e-07
1298.23 1750.01 -2.59573e-09 -4.08957e-08 4.0978e-08
1301.12 1746.01 -3.36987e-10 -1.30374e-07 1.30375e-07
1301.28 1746.86 5.96395e-09 -7.25162e-08 7.2761e-08
1296.42 1748.13 -1.26797e-08 -4.93107e-08 5.09148e-08
1297.65 1749.83 -4.43774e-09 -4.66113e-08 4.68221e-08
1300.43 1749.23 2.10081e-08 -5.17354e-08 5.58381e-08
1296.54 1745.61 3.44595e-09 -1.09456e-07 1.0951e-07
1301.28 1746.71 1.30483e-08 -5.89094e-08 6.03372e-08
1300.98 1748.27 1.2037e-08 -1.19598e-07 1.20202e-07
1300.92 1748.58 1.63449e-08 -1.0745e-07 1.08686e-07
1296.62 1745.08 -2.939e-09 -7.24425e-08 7.25021e-08
1301.25 1746.97 3.67587e-09 -1.05616e-07 1.0568e-07
1296.48 1746.66 7.85527e-10 -1.13695e-07 1.13698e-07
1296.69 1745.82 4.61989e-09 -1.42566e-07 1.42641e-07
1296.92 1748.96 -1.77934e-08 -7.92915e-08 8.12634e-08
1296.63 1745.25 -8.61209e-11 -9.14645e-08 9.14646e-08
1296.67 1747.71 4.66485e-09 -1.46023e-07 1.46098e-07
1299.37 1749.95 3.21356e-09 -3.6979e-08 3.71183e-08
1297.48 1749.57 -1.05268e-08 -4.98057e-08 5.0906e-08
1298.54 1749.93 -4.71798e-10 -2.90822e-08 2.9086e-08
1296.61 1748.27 -7.83899e-09 -1.06472e-07 1.0676e-07
1296.49 1745.04 -5.63624e-09 -5.1545e-08 5.18522e-08
1301.08 1746.75 -5.656e-09 -1.43931e-07 1.44042e-07
1301.29 1745.57 6.08444e-09 -5.86519e-08 5.89667e-08
1300.71 1749.01 1.81393e-08 -8.04974e-08 8.25159e-08
1301.24 1746.43 -5.05473e-09 -1.00504e-07 1.00631e-07
1300.12 1749.51 9.76066e-09 -5.33046e-08 5.41909e-08
1301.19 1746.26 1.03705e-09 -1.08023e-07 1.08028e-07
1296.47 1747.18 5.86842e-09 -1.02574e-07 1.02741e-07
1298.61 1750.16 -1.01244e-09 -3.67434e-08 3.67574e-08
1300.69 1748.93 2.17385e-08 -8.34983e-08 8.62817e-08
1301.06 1747.46 -4.2955e-09 -1.43352e-07 1.43417e-07
1296.48 1748.02 3.83037e-09 -1.02761e-07 1.02833e-07
1301.14 1745.87 2.29967e-10 -1.24286e-07 1.24286e-07
1301.08 1747.74 -3.55678e-09 -1.34545e-07 1.34592e-07
1296.49 1746.72 3.36053e-09 -1.13188e-07 1.13238e-07
1300.34 1749.6 8.2126e-09 -4.81917e-08 4.88864e-08
1301.24 1745.93 1.23571e-11 -8.674e-08 8.674e-08
1300.89 1748.54 1.84573e-08 -1.05107e-07 1.06716e-07
1296.65 1744.98 -5.0862e-09 -5.88835e-08 5.91027e-08
1300.92 1745.08 4.6315e-10 -6.27565e-08 6.27582e-08
1301.08 1745.27 7.13243e-11 -9.41362e-08 9.41362e-08
1301.01 1746.69 -5.69523e-09 -1.48253e-07 1.48362e-07
1296.58 1747.3 6.92338e-09 -1.404e-07 1.40571e-07
1299.69 1749.76 1.60643e-09 -3.21769e-08 3.22169e-08
1301.02 1745.21 8.6323e-10 -9.30702e-08 9.30742e-08
1301.13 1747.3 -3.02693e-10 -1.34403e-07 1.34404e-07
1301.02 1745.28 3.4658e-09 -9.45356e-08 9.45991e-08
1296.61 1746.31 6.07863e-09 -1.53574e-07 1.53694e-07
1296.46 1746.43 6.87477e-09 -1.01822e-07 1.02053e-07
1299.98 1749.59 1.19053e-08 -2.98299e-08 3.21178e-08
1296.98 1749.1 -1.8912e-08 -7.37172e-08 7.61044e-08
1296.55 1748.1 -4.22457e-09 -1.16881e-07 1.16957e-07
1301.29 1745.84 5.87811e-09 -6.40554e-08 6.43245e-08
1297.85 1749.74 -6.03631e-09 -3.77754e-08 3.82546e-08
1296.41 1746.77 -2.15594e-09 -7.09185e-08 7.09513e-08
1296.57 1745.36 -1.01206e-09 -9.88715e-08 9.88767e-08
1296.56 1748.64 -1.24779e-08 -4.76452e-08 4.92521e-08
1299.82 1749.77 5.5197e-09 -4.42452e-08 4.45881e-08
1296.6 1745.82 2.13424e-09 -1.28949e-07 1.28967e-07
1296.61 1745.87 5.29421e-09 -1.32891e-07 1.32996e-07
1300.26 1749.41 1.47763e-08 -4.70566e-08 4.9322e-08
1296.93 1749.15 -1.46e-08 -6.49427e-08 6.65636e-08
1296.42 1745.86 -4.6202e-09 -5.50704e-08 5.52638e-08
1298.25 1750.14 4.37416e-10 -2.96701e-08 2.96733e-08
1296.68 1748.05 -9.1002e-09 -1.28098e-07 1.2842e-07
1299.88 1749.7 6.93351e-09 -4.40896e-08 4.46315e-08
1301.29 1746 6.02134e-09 -5.97262e-08 6.0029e-08
1296.72 1745.12 -5.86533e-10 -7.9091e-08 7.90932e-08
1298.26 1750.15 -1.30405e-09 -4.57768e-08 4.57954e-08
1300.67 1748.92 2.57618e-08 -7.46838e-08 7.90021e-08
1296.55 1745.68 2.4245e-09 -1.18561e-07 1.18585e-07
1299.84 1749.98 -1.11743e-09 -3.00554e-08 3.00761e-08
1299.35 1749.96 2.96538e-09 -3.4035e-08 3.41639e-08
1298.16 1750.04 -2.34294e-09 -4.02267e-08 4.02949e-08
1296.55 1748.31 -9.38379e-09 -8.90375e-08 8.95306e-08
1300.98 1748.61 1.44115e-08 -9.49185e-08 9.60063e-08
1296.48 1745.79 2.94078e-09 -1.00824e-07 1.00867e-07
1300.91 1748.96 1.02654e-08 -6.7942e-08 6.87131e-08
1299.56 1750.08 -6.06402e-10 -3.17083e-08 3.17141e-08
1301 1747.33 -1.4288e-09 -1.55801e-07 1.55808e-07
1297.57 1749.69 -8.64139e-09 -4.77851e-08 4.85601e-08
1297.58 1749.79 -7.07249e-09 -4.2811e-08 4.33912e-08
1296.53 1747.05 2.7489e-09 -1.25133e-07 1.25163e-07
1296.97 1749.12 -1.7059e-08 -7.18574e-08 7.38546e-08
1301.27 1747.35 7.52937e-09 -6.46936e-08 6.51303e-08
1300.97 1748.11 6.82549e-09 -1.28547e-07 1.28728e-07
1296.53 1748.42 -1.46238e-09 -8.37658e-08 8.37785e-08
1296.41 1746.8 -2.1072e-10 -6.92789e-08 6.92792e-08
1301.02 1745.02 4.81985e-09 -6.42455e-08 6.4426e-08
1296.53 1747.99 -2.62488e-09 -1.11416e-07 1.11447e-07
1296.55 1745.96 1.07327e-08 -1.30996e-07 1.31435e-07
1301.15 1745.15 2.38142e-09 -7.02766e-08 7.03169e-08
1296.67 1746.52 8.3576e-09 -1.51967e-07 1.52197e-07
1296.42 1745.71 -9.4974e-09 -6.76851e-08 6.83482e-08
1301.01 1748.85 1.28166e-09 -4.67322e-08 4.67498e-08
1301.18 1747.72 -5.5302e-09 -1.11865e-07 1.12001e-07
1297.04 1749.24 -1.27007e-08 -6.92581e-08 7.0413e-08
1296.77 1748.79 -1.45876e-08 -8.36094e-08 8.48724e-08
1301.24 1745.04 6.74012e-09 -4.91232e-08 4.95834e-08
1301.14 1746.79 -2.41393e-09 -1.2582e-07 1.25843e-07
1301.07 1747.6 -3.2319e-09 -1.45505e-07 1.45541e-07
1296.45 1748.08 -1.41723e-09 -8.41699e-08 8.41819e-08
1298.04 1749.8 -3.99715e-09 -3.94041e-08 3.96063e-08
1301.2 1745.87 8.89495e-10 -1.06079e-07 1.06083e-07
1299.44 1749.92 3.40464e-09 -4.54845e-08 4.56117e-08
1298.94 1750.21 5.32562e-11 -3.24951e-08 3.24951e-08
1296.65 1748.16 -8.46585e-09 -1.19513e-07 1.19813e-07
1297.04 1749.35 -1.1734e-08 -5.05188e-08 5.18637e-08
1296.55 1745.1 -4.63431e-09 -6.92411e-08 6.9396e-08
1296.94 1749.19 -1.13025e-08 -6.37372e-08 6.47316e-08
1298.02 1749.82 -4.37383e-09 -3.73837e-08 3.76387e-08
1296.4 1747.26 2.44963e-09 -6.31614e-08 6.32089e-08
1296.56 1745.82 5.38987e-09 -1.18024e-07 1.18147e-07
1298.58 1750.09 -2.07346e-09 -3.76121e-08 3.76692e-08
1296.62 1748.62 -5.5774e-09 -7.37871e-08 7.39976e-08
1297.52 1749.56 -1.29753e-08 -4.36902e-08 4.55762e-08
1296.62 1746.82 9.45848e-09 -1.52576e-07 1.52869e-07
1296.5 1745.99 4.65007e-09 -1.16616e-07 1.16708e-07
1301.07 1745.51 -1.85066e-10 -1.1727e-07 1.1727e-07
1296.55 1746.53 6.40335e-09 -1.27831e-07 1.27992e-07
1301.06 1748.29 1.28406e-08 -1.07986e-07 1.08746e-07
1296.83 1748.57 -2.03866e-08 -9.40064e-08 9.61915e-08
1299.61 1749.79 1.43637e-09 -2.97803e-08 2.98149e-08
1296.72 1745.03 -2.34244e-09 -6.97223e-08 6.97616e-08
1301.01 1747.04 -2.9577e-09 -1.51571e-07 1.51599e-07
1296.67 1746.91 8.4997e-09 -1.55353e-07 1.55585e-07
1301.28 1746.26 4.27883e-09 -6.26273e-08 6.27733e-08
1296.85 1745.13 4.42338e-10 -8.04577e-08 8.04589e-08
1300.88 1744.98 1.05319e-08 -7.94336e-08 8.01287e-08
1296.57 1746.03 5.56852e-09 -1.2545e-07 1.25573e-07
1297.58 1749.77 -6.38904e-09 -4.53286e-08 4.57767e-08
1296.84 1748.92 -1.85986e-08 -8.00705e-08 8.22021e-08
1301.03 1747.58 -2.3632e-09 -1.51371e-07 1.51389e-07
1301.04 1745.92 -1.84491e-09 -1.37486e-07 1.37498e-07
1298.57 1749.96 -8.1889e-10 -3.23975e-08 3.24079e-08
1296.63 1748.12 -7.08159e-09 -1.26705e-07 1.26902e-07
1301.14 1745.35 -7.41513e-11 -9.92228e-08 9.92228e-08
1300.19 1749.6 1.15554e-08 -4.63089e-08 4.77288e-08
1300.99 1747.91 2.92674e-09 -1.44109e-07 1.44138e-07
1300.61 1749.32 1.39827e-08 -5.84866e-08 6.01349e-08
1296.52 1746.21 -3.64407e-10 -1.27119e-07 1.2712e-07
1297.59 1749.84 -1.25651e-09 -3.94179e-08 3.94379e-08
1298.57 1750.02 -1.36726e-09 -3.59655e-08 3.59915e-08
1301.03 1744.96 2.06642e-09 -3.29661e-08 3.30308e-08
1297.71 1749.84 -4.72444e-09 -4.43799e-08 4.46306e-08
1296.62 1745.53 2.46862e-09 -1.1976e-07 1.19785e-07
1300.3 1749.62 7.75768e-09 -4.77107e-08 4.83373e-08
1296.6 1746.53 6.63251e-09 -1.49893e-07 1.5004e-07
1299.51 1749.97 3.16881e-09 -4.62616e-08 4.637e-08
1300.76 1748.91 2.31825e-08 -8.40039e-08 8.7144e-08
1301.1 1748.45 8.04858e-09 -8.39027e-08 8.42878e-08
1301.17 1745.75 -1.92803e-09 -1.09968e-07 1.09985e-07
1301.07 1745.75 -4.16798e-10 -1.3115e-07 1.31151e-07
1301.03 1745.53 2.0488e-09 -1.20958e-07 1.20976e-07
1300.14 1749.54 1.17697e-08 -4.95094e-08 5.08891e-08
1298.01 1749.99 -3.22305e-09 -3.94853e-08 3.96166e-08
1299.58 1750.07 8.39532e-10 -3.94901e-08 3.9499e-08
1301.02 1745.99 -2.34626e-09 -1.41853e-07 1.41873e-07
1296.42 1745.83 -2.08944e-09 -7.25643e-08 7.25944e-08
1300.35 1749.39 1.57319e-08 -5.24707e-08 5.47784e-08
1296.51 1747.78 1.18363e-09 -1.186e-07 1.18606e-07
1296.71 1748.41 -1.6827e-08 -1.08017e-07 1.0932e-07
1299.93 1749.87 3.66461e-09 -4.98565e-08 4.9991e-08
1296.56 1747.02 5.5499e-09 -1.35601e-07 1.35714e-07
1301.21 1746.03 2.65691e-09 -1.04724e-07 1.04757e-07
1296.51 1745.75 1.82963e-09 -1.02612e-07 1.02628e-07
1299.34 1750.01 3.34532e-09 -4.33503e-08 4.34792e-08
1301.01 1746.48 -3.54203e-09 -1.49576e-07 1.49618e-07
1300.2 1749.69 6.68616e-09 -4.26061e-08 4.31275e-08
1299.23 1750.1 1.21816e-09 -3.69374e-08 3.69575e-08
1301.08 1747.76 -2.28258e-09 -1.30621e-07 1.30641e-07
1297.07 1749.31 -1.30187e-08 -6.15822e-08 6.29433e-08
1301 1747.49 -4.23489e-09 -1.53354e-07 1.53412e-07
1301.02 1746.37 -1.65184e-09 -1.49489e-07 1.49498e-07
1301 1748.65 1.44536e-08 -8.69965e-08 8.8189e-08
1298.71 1750.02 -5.39809e-10 -3.50697e-08 3.50739e-08
1296.66 1747.68 7.31136e-09 -1.41808e-07 1.41997e-07
1296.85 1744.92 -1.04082e-08 -7.3779e-08 7.45096e-08
1297.81 1749.75 -6.95734e-09 -4.1694e-08 4.22705e-08
1298.72 1749.95 -6.72561e-10 -2.65457e-08 2.65542e-08
1300.95 1748.33 1.76306e-08 -1.16194e-07 1.17524e-07
1299.5 1749.96 4.23067e-09 -3.75793e-08 3.78167e-08
1296.67 1747.42 4.56116e-09 -1.51791e-07 1.5186e-07
1301.1 1747.16 -4.7127e-10 -1.44138e-07 1.44139e-07
1300.7 1748.85 2.89508e-08 -8.16387e-08 8.662e-08
1298.64 1750.06 -1.21191e-09 -3.60698e-08 3.60902e-08
1300.09 1749.76 6.63816e-09 -4.09117e-08 4.14467e-08
1299.71 1749.91 4.97199e-09 -4.33053e-08 4.35898e-08
1301.06 1747.94 5.87264e-09 -1.30149e-07 1.30281e-07
1301.16 1745.4 1.84731e-09 -1.01388e-07 1.01405e-07
1296.44 1745.11 -1.20048e-09 -4.52307e-08 4.52466e-08
1301.21 1746.16 -6.80618e-10 -1.05899e-07 1.05901e-07
1301.04 1748.72 8.90451e-09 -6.59061e-08 6.65049e-08
1300.92 1748.37 1.75118e-08 -1.15234e-07 1.16557e-07
1296.55 1746.64 6.18525e-09 -1.28584e-07 1.28732e-07
1296.4 1747.38 -2.08152e-09 -5.72323e-08 5.72701e-08
1301 1748.34 1.55529e-08 -1.13916e-07 1.14972e-07
1301.28 1745.98 -1.15685e-09 -8.30166e-08 8.30247e-08
1296.5 1745.25 -3.10447e-09 -6.96603e-08 6.97294e-08
1301.17 1748.04 1.9537e-09 -1.01405e-07 1.01424e-07
1296.78 1748.78 -1.72502e-08 -8.62242e-08 8.79328e-08
1300.04 1749.76 5.60278e-09 -4.82141e-08 4.85385e-08
1296.53 1747.32 4.18597e-09 -1.22642e-07 1.22714e-07
1296.43 1747 -2.17756e-09 -1.00015e-07 1.00039e-07
1300.81 1748.95 1.83639e-08 -7.65305e-08 7.8703e-08
1299.37 1749.99 3.53002e-09 -3.78761e-08 3.80403e-08
1296.4 1747.59 2.0801e-09 -5.91859e-08 5.92224e-08
1299.52 1750.11 -3.6935e-10 -3.39983e-08 3.40003e-08
1299.59 1749.8 6.38659e-10 -3.17368e-08 3.17432e-08
1296.47 1747.26 1.63826e-09 -1.03236e-07 1.03249e-07
1299.61 1749.8 2.56886e-09 -3.25181e-08 3.26194e-08
1301 1747.13 -7.21865e-10 -1.55608e-07 1.5561e-07
1301.27 1747.22 3.77325e-09 -8.44425e-08 8.45268e-08
1299.81 1749.88 5.17556e-09 -5.07856e-08 5.10487e-08
1298.76 1750.01 -8.57346e-10 -3.51503e-08 3.51608e-08
1301.13 1746.63 -3.70353e-09 -1.32484e-07 1.32536e-07
1296.52 1746.99 5.38939e-09 -1.29402e-07 1.29514e-07
1296.52 1747.15 9.65145e-09 -1.29248e-07 1.29608e-07
1300.12 1749.56 1.18888e-08 -4.40985e-08 4.56729e-08
1296.68 1746.62 5.07901e-09 -1.59008e-07 1.5909e-07
1296.81 1748.89 -1.58004e-08 -8.03138e-08 8.18533e-08
1296.57 1748.7 -8.31568e-09 -5.0602e-08 5.12808e-08
1300.99 1747.94 4.48697e-09 -1.33868e-07 1.33943e-07
1301.08 1747.43 -1.70272e-09 -1.43812e-07 1.43822e-07
1301.23 1745.25 9.28543e-09 -7.36111e-08 7.41944e-08
1301.26 1747.04 -4.28901e-09 -1.05018e-07 1.05105e-07
1296.58 1745.89 6.05606e-09 -1.30824e-07 1.30964e-07
1301.03 1748.22 9.76843e-09 -1.18108e-07 1.18511e-07
1296.42 1745.52 3.78116e-09 -7.41791e-08 7.42754e-08
1301.12 1745.09 3.45301e-09 -7.25478e-08 7.26299e-08
1296.48 1745.69 6.30267e-09 -9.20263e-08 9.22418e-08
1300.84 1748.85 1.78673e-08 -8.53986e-08 8.72477e-08
1296.62 1748.3 -1.1631e-08 -1.071e-07 1.0773e-07
1298.95 1749.94 -8.06517e-11 -2.61076e-08 2.61077e-08
1297.79 1749.7 -5.93738e-09 -3.80548e-08 3.85152e-08
1298.11 1749.81 -2.75378e-09 -2.1536e-08 2.17114e-08
1297.31 1749.6 -8.3635e-09 -4.40147e-08 4.48022e-08
1300.16 1749.63 9.88916e-09 -5.76812e-08 5.85228e-08
1296.72 1745.06 -1.96537e-09 -7.26597e-08 7.26863e-08
1297.48 1749.46 -1.26143e-08 -4.35859e-08 4.53746e-08
