x z r
1296.43 1745.42 2.1553
1297.71 1749.86 2.46026
1296.41 1747.15 0.69073
1300.94 1748.67 4.10761
1296.68 1746.52 1.0305
1296.87 1748.74 1.24511
1301.24 1745.76 4.58324
1300.12 1749.75 3.84169
1297.03 1749.4 1.89817
1296.54 1745.52 2.03113
1301.06 1748.04 4.09251
1297.71 1749.63 2.24758
1296.57 1746.66 0.941926
1296.5 1745.33 2.22302
1301.27 1747.6 4.26825
1296.65 1748.77 1.31374
1297.76 1749.8 2.42534
1296.56 1747.44 0.439062
1300.48 1749.36 3.94859
1300.64 1749.08 3.97129
1296.91 1749.28 1.78241
1300.71 1749.05 4.02259
1300.02 1749.67 3.71927
1301.02 1748.21 4.08138
1301.18 1747.99 4.20834
1296.78 1748.7 1.22447
1301.24 1747.4 4.24524
1300.87 1745.24 4.48618
1300.87 1748.62 4.02499
1301.24 1746.82 4.29532
1298.26 1749.98 2.78117
1301 1747.05 4.02723
1301 1746.98 4.03197
1296.62 1745.7 1.83606
1301.08 1747.47 4.08181
1301.29 1745.72 4.64714
1301.27 1747.06 4.29579
1301.13 1746.4 4.26977
1296.4 1747.42 0.606901
1296.56 1747.8 0.530217
1299.18 1750.18 3.45634
1296.81 1748.77 1.28254
1300.63 1749.41 4.10349
1301.12 1747.27 4.1289
1296.62 1745.73 1.81457
1300.85 1749.14 4.1787
1300.78 1749.23 4.15965
1297.56 1749.85 2.41313
1296.5 1745.8 1.7748
1301.19 1748 4.22372
1296.86 1749.05 1.5603
1301.1 1747.59 4.10398
1297.31 1749.66 2.18766
1296.62 1744.99 2.54206
1301.15 1746.4 4.28884
1300.95 1744.98 4.68501
1300.91 1748.39 4.00562
1301.27 1747.54 4.26593
1300.94 1748.97 4.20851
1296.71 1744.91 2.60361
1298.67 1750.12 3.11123
1301.15 1745.35 4.67004
1296.41 1746.42 1.2313
1300.2 1749.44 3.74032
1296.45 1748.29 0.962803
1296.4 1747.72 0.643088
1300.89 1745.18 4.53066
1296.78 1748.83 1.34486
1296.45 1748.25 0.931748
1301.09 1746.5 4.20995
1301.29 1745.69 4.65821
1298.34 1749.98 2.81703
1300.78 1749.09 4.0977
1299.82 1749.77 3.61538
1296.46 1748.12 0.821799
1296.68 1744.99 2.5316
1297.64 1749.64 2.2394
1296.82 1745.01 2.49395
1296.6 1747.48 0.399853
1297.36 1749.68 2.21355
1297.18 1749.57 2.07655
1296.6 1746.43 1.14003
1301.14 1748.35 4.22297
1300.91 1749.03 4.20035
1301.06 1748.52 4.18966
1297.71 1749.88 2.48489
1296.56 1746.3 1.28074
1301.22 1746 4.48108
1297 1749.38 1.87846
1301.04 1747.14 4.06091
1299.88 1749.98 3.79792
1301.2 1746.57 4.30266
1296.76 1749.08 1.59431
1300.16 1749.49 3.73324
1301.01 1747.12 4.03124
1301.16 1746.06 4.39901
1301.21 1746.31 4.3738
1301.27 1747.08 4.28848
1301.14 1748.23 4.2043
1296.63 1746.21 1.33937
1300.28 1749.44 3.80599
1296.49 1748.3 0.947975
1296.69 1745.5 2.01982
1300.97 1748.09 4.01804
1300.57 1749.47 4.07681
1297.8 1749.66 2.30044
1296.63 1745.8 1.73565
1298.41 1749.91 2.79734
1300.95 1745.23 4.55543
1298.16 1750.01 2.76906
1296.68 1746.03 1.50094
1296.49 1746.75 0.907871
1300.67 1749.04 3.97899
1300.99 1747.69 3.99818
1301.04 1747.34 4.0434
1301.28 1746.05 4.51653
1297.43 1749.77 2.31047
1300.84 1749.04 4.13439
1298.65 1749.97 2.96914
1301.15 1745.66 4.53384
1301.18 1745.09 4.82561
1301.09 1745.33 4.62705
1300.04 1749.88 3.85808
1301.11 1745.76 4.46729
1301.02 1745.77 4.37584
1296.41 1747.13 0.696754
1296.98 1748.89 1.39439
1300.96 1745.13 4.61268
1301.13 1744.97 4.84309
1296.48 1746.73 0.92506
1298.29 1749.95 2.76651
1296.54 1744.97 2.57061
1301.04 1748.4 4.13516
1296.49 1748.16 0.83912
1296.74 1749.01 1.53077
1300.99 1747.82 4.00599
1301.22 1745.12 4.84455
1301.04 1748.38 4.13276
1297.93 1749.85 2.52448
1300.32 1749.55 3.90471
1297.51 1749.57 2.12757
1299.01 1750.14 3.31368
1299.35 1750.16 3.54378
1298.42 1749.88 2.76976
1296.6 1746.41 1.15896
1301 1747.24 4.00964
1296.76 1745.06 2.45568
1296.64 1748.83 1.37638
1301.1 1746.41 4.24326
1298.26 1750.02 2.8182
1299.93 1749.63 3.62279
1300.74 1749.06 4.04925
1297.41 1749.49 2.02942
1296.69 1745.89 1.64139
1300.85 1749.1 4.17129
1301.13 1747.39 4.12973
1298.76 1750.14 3.17109
1299.24 1750.1 3.43335
1296.54 1745.05 2.49278
1298.7 1750.07 3.07727
1301.01 1746.96 4.04882
1301.12 1747.01 4.15159
1300.51 1749.24 3.91653
1296.7 1745.74 1.79017
1301.04 1745.51 4.50782
1301.22 1745.21 4.79778
1297.36 1749.38 1.91127
1301.2 1745.47 4.66985
1298.66 1750.11 3.09593
1301.13 1748.26 4.20333
1298.78 1750.17 3.21248
1300.37 1749.37 3.85557
1298.23 1750.07 2.84491
1296.4 1747.74 0.649478
1301.14 1745.27 4.70449
1296.67 1747.3 0.381647
1301.03 1745.81 4.37153
1300.33 1749.68 3.97511
1298.01 1749.84 2.54806
1300.84 1748.98 4.11258
1296.66 1747.53 0.341175
1296.42 1745.84 1.76016
1298.97 1749.92 3.1196
1297.77 1749.83 2.45256
1299.74 1750.04 3.74285
1297.99 1749.84 2.53584
1300.66 1749.38 4.11468
1296.69 1746.56 0.994641
1301.18 1746.65 4.2642
1301.18 1747.86 4.20001
1296.4 1747.13 0.701003
1300.96 1748.13 4.01327
1300.99 1745.13 4.6368
1300.99 1748.88 4.22435
1301.18 1745.23 4.75676
1296.43 1744.99 2.5729
1301.26 1747.75 4.26551
1299.1 1749.91 3.19821
1299.19 1749.92 3.26223
1296.81 1748.74 1.25888
1296.81 1748.87 1.3795
1300.81 1748.64 3.97485
1301.12 1745.72 4.49318
1296.43 1747.31 0.603446
1301.16 1748.46 4.27222
1301.19 1747.86 4.20413
1300.96 1748.87 4.19233
1296.65 1748.86 1.39907
1296.68 1746.95 0.642462
1296.68 1747.15 0.474436
1301.08 1745.35 4.61239
1297.42 1749.52 2.06276
1300.63 1748.98 3.91917
1296.42 1745.32 2.2522
1299.68 1749.91 3.60277
1300.48 1749.17 3.85852
1301.14 1747.73 4.14431
1297.69 1749.91 2.50785
1301.08 1747.12 4.09941
1301.22 1748.23 4.27916
1296.54 1748.35 0.963372
1301.1 1747.99 4.13294
1296.62 1745.99 1.55306
1301.27 1746.78 4.32658
1296.49 1745.42 2.13959
1299.31 1750.16 3.52585
1296.53 1746.82 0.827467
1301.28 1746.28 4.45261
1296.51 1746.88 0.789511
1296.4 1747.24 0.651293
1297.69 1749.86 2.4547
1301.23 1745.78 4.56762
1301.01 1747.15 4.02315
1300.65 1749.38 4.10596
1300.92 1749.02 4.19987
1301.08 1748.22 4.14483
1299.59 1749.86 3.50212
1296.53 1745.45 2.0994
1301.1 1745.79 4.44195
1301.19 1748.01 4.21971
1301.06 1748.29 4.14126
1299.05 1750.03 3.2524
1301.14 1746.9 4.1821
1301.16 1747.25 4.16493
1296.79 1748.47 0.996595
1299.65 1749.92 3.58503
1296.49 1746.33 1.27282
1296.89 1749.03 1.53646
1298.5 1749.97 2.89201
1296.55 1746.8 0.835588
1296.56 1748.11 0.753421
1296.52 1747.08 0.640943
1301.02 1748.46 4.13451
1300.97 1748.31 4.05143
1299.77 1749.71 3.54518
1296.51 1745.63 1.93427
1301.08 1747.7 4.08397
1296.66 1747.14 0.49441
1299.87 1749.84 3.69747
1301.18 1745.93 4.46435
1297.63 1749.7 2.29026
1298.57 1749.99 2.93982
1301.29 1745.34 4.8053
1296.48 1747.96 0.691892
1296.77 1748.61 1.13587
1301.25 1745.21 4.82351
1299.33 1749.87 3.32162
1296.68 1745.84 1.6899
1298.64 1750.19 3.14903
1300.49 1749.38 3.9652
1299.49 1750.07 3.57731
1301.23 1746.08 4.46268
1298.68 1750.15 3.13626
1301.19 1745.25 4.75652
1298.76 1749.94 3.0121
1299.06 1750.08 3.30266
1299.89 1749.9 3.75757
1297.04 1749.41 1.91114
1296.64 1748.78 1.33244
1301.24 1748.08 4.27695
1296.79 1745.09 2.41435
1301.15 1748.49 4.26604
1299.78 1749.87 3.65878
1298.89 1750.01 3.13627
1297.02 1749.21 1.70606
1301.13 1746.75 4.19994
1296.69 1748.53 1.07726
1296.47 1748.37 1.01664
1301.07 1747.13 4.09028
1297.29 1749.35 1.87296
1296.39 1747.63 0.621738
1299.9 1749.66 3.61683
1300.85 1748.71 4.0388
1299.31 1750.04 3.43531
1301.23 1748.16 4.28346
1296.39 1747.48 0.609793
1301.26 1746.65 4.34463
1298.75 1750.18 3.20302
1301.27 1746.81 4.32891
1296.7 1745.48 2.04554
1298.9 1750.14 3.25363
1301.28 1746.78 4.34133
1297.36 1749.53 2.06529
1301.21 1745.14 4.82694
1297.68 1749.74 2.34597
1301.15 1744.96 4.86149
1296.46 1747.96 0.708289
1296.43 1745.56 2.0243
1296.85 1748.74 1.2492
1296.54 1746.3 1.28377
1301.15 1746.93 4.19251
1296.55 1745.39 2.15744
1296.58 1745.39 2.14908
1298.98 1750.18 3.32952
1301.12 1746.8 4.18034
1300.2 1749.46 3.74889
1301.09 1746.16 4.30477
1301.07 1746.96 4.10812
1300.89 1745.09 4.57379
1301.01 1746.59 4.11373
1299.89 1749.74 3.66184
1300.62 1749.19 3.9978
1296.62 1746.51 1.0594
1301.24 1748.13 4.28555
1296.68 1746.83 0.743788
1297.48 1749.61 2.16641
1296.54 1746.58 1.03126
1301.18 1747.7 4.18911
1300.03 1749.8 3.80341
1296.39 1747.57 0.613781
1297.45 1749.66 2.21116
1296.69 1746.09 1.4383
1296.59 1746.87 0.754661
1298.2 1749.99 2.76437
1301 1747.68 4.00396
1299.26 1750.16 3.48412
1296.5 1748.43 1.05638
1301.17 1748.43 4.2733
1296.65 1748.68 1.2325
1296.5 1745.03 2.52425
1299.19 1750.05 3.36117
1298.61 1749.99 2.96677
1296.72 1745.13 2.38684
1301.12 1748.37 4.2105
1299.18 1750.1 3.39263
1301.03 1745.42 4.53715
1298.35 1750.15 2.97499
1297.95 1750.02 2.69609
1296.45 1745.08 2.47922
1301.12 1747.37 4.12665
1298.81 1750.03 3.11092
1301.22 1747.44 4.21937
1297.65 1749.8 2.38955
1301.29 1745.75 4.63072
1296.63 1748.2 0.786889
1296.6 1746.67 0.925433
1301.01 1747.83 4.02102
1301.28 1746.52 4.38801
1301.03 1748.69 4.20114
1296.69 1748.55 1.09075
1296.51 1747.53 0.495043
1296.47 1748.41 1.05104
1298.39 1750.08 2.93412
1297.42 1749.62 2.15847
1301.13 1746.24 4.31341
1299.15 1750.08 3.35846
1296.86 1749.2 1.70673
1296.56 1746.62 0.978592
1296.85 1744.95 2.55048
1296.77 1744.96 2.55475
1300.95 1748.36 4.04454
1296.7 1745.25 2.27422
1300.09 1749.85 3.88267
1297.01 1748.97 1.47244
1301.03 1745.77 4.38027
1301.03 1745.59 4.45787
1300.96 1748.82 4.17109
1301.1 1746.14 4.31805
1298.38 1750.18 3.01433
1301.03 1745.45 4.51673
1301.28 1745.78 4.61692
1297.06 1749.13 1.63003
1301.12 1747.81 4.1322
1296.41 1746.41 1.24093
1301.09 1748.02 4.12099
1297.2 1749.53 2.04149
1301.2 1748.23 4.26013
1298.08 1749.84 2.57993
1296.52 1748.2 0.846273
1298.94 1749.94 3.11498
1301.21 1746.64 4.2979
1300.95 1745.02 4.66272
1296.93 1748.84 1.34198
1299.2 1750.18 3.46275
1300 1749.6 3.65765
1296.5 1748.44 1.06591
1298.68 1750.07 3.07083
1301.07 1746.42 4.21515
1296.84 1748.69 1.19587
1301.23 1746.22 4.41644
1296.58 1748.67 1.23977
1296.67 1747.22 0.43597
1296.47 1747.84 0.630314
1296.4 1747.82 0.684981
1296.67 1745.19 2.33253
1296.41 1746.26 1.37053
1297.19 1749.57 2.07452
1297.57 1749.62 2.1966
1301.05 1748.1 4.09737
1299.47 1749.92 3.45541
1298.46 1749.98 2.88222
1300.84 1748.76 4.04295
1301.03 1745.38 4.55258
1300.86 1748.84 4.08274
1301.15 1747.42 4.15463
1301.14 1747.34 4.14474
1300.26 1749.47 3.8107
1300.99 1747.86 4.01051
1299.96 1749.77 3.72917
1296.4 1747.63 0.617204
1298.92 1750.19 3.31076
1301.3 1745.44 4.76916
1296.4 1746.77 0.941457
1300.95 1748.2 4.01359
1296.69 1745.67 1.85441
1298.77 1750.11 3.15313
1296.55 1748.09 0.743001
1296.47 1746.77 0.902438
1301.18 1745.38 4.68949
1297.06 1749.46 1.96388
1301.15 1745.89 4.45397
1296.63 1748.48 1.04399
1301.01 1746.19 4.22306
1297.86 1749.85 2.50253
1296.55 1745.07 2.46872
1297.17 1749.44 1.94347
1296.42 1746.21 1.41186
1297.06 1749.44 1.93965
1301.26 1747.63 4.26651
1297.46 1749.59 2.1361
1298.31 1750.14 2.94532
1297.05 1749.04 1.53906
1296.55 1745.43 2.12125
1301.15 1746.67 4.22951
1301.06 1745.23 4.65314
1297.49 1749.52 2.07383
1296.52 1744.9 2.64143
1301.01 1748.42 4.1104
1296.67 1748.42 0.97982
1298.27 1749.88 2.69666
1300.6 1749.32 4.03876
1296.8 1745.04 2.47022
1297.23 1749.3 1.80954
1297.01 1748.94 1.43642
1300.74 1749.04 4.04531
1296.42 1745.05 2.51395
1300.21 1749.63 3.85661
1299.04 1749.95 3.18421
1300.81 1749.05 4.11674
1300.76 1749.03 4.06186
1301.23 1744.95 4.9348
1296.44 1747.33 0.585242
1300.74 1749.28 4.14026
1296.67 1748.37 0.925839
1298.02 1749.98 2.67916
1298.97 1750.1 3.26229
1301.04 1746.04 4.29862
1301.03 1748.45 4.13616
1296.59 1747.32 0.445127
1297.02 1749.28 1.77534
1296.44 1748.26 0.943007
1296.48 1746.24 1.36064
1300.29 1749.5 3.85262
1297.88 1750.03 2.68035
1296.55 1746.24 1.34219
1297.57 1749.61 2.18644
1300.05 1749.6 3.70447
1296.61 1745.62 1.92246
1297.87 1749.91 2.55739
1300.85 1748.53 3.99061
1298.56 1750.15 3.06916
1301.06 1747.8 4.07391
1296.62 1745.39 2.14253
1296.4 1747.19 0.676433
1299 1749.99 3.1933
1296.52 1748.52 1.12771
1301.21 1745.16 4.81686
1296.45 1745.78 1.80733
1298.22 1749.94 2.72556
1301.28 1745.7 4.63701
1296.67 1747.08 0.535467
1297.56 1749.69 2.26195
1296.45 1747.67 0.580484
1300.87 1745.13 4.54256
1300.96 1745.09 4.63542
1301.25 1748.06 4.28196
1300.95 1745.08 4.63865
1296.66 1748.2 0.776742
1299.95 1749.74 3.69897
1296.4 1747.86 0.696943
1298.65 1749.92 2.92383
1298.1 1749.97 2.70608
1301.11 1747.26 4.11793
1296.8 1748.63 1.14881
1296.68 1745.93 1.60128
1301.29 1745.3 4.82647
1300.56 1749.39 4.03428
1296.61 1747.99 0.624044
1300.02 1749.83 3.8131
1299.87 1749.67 3.59679
1297.58 1749.54 2.11956
1301.11 1747.78 4.1162
1296.48 1748.14 0.826082
1300.16 1749.64 3.81495
1301.19 1747.82 4.20391
1301.21 1747.69 4.20972
1296.41 1746.46 1.19475
1299.97 1749.77 3.73644
1296.42 1746.55 1.11296
1301.06 1747.47 4.05649
1296.62 1745.25 2.28458
1301.22 1746.46 4.34697
1297.72 1749.65 2.26759
1296.61 1747.17 0.508999
1298.49 1750.05 2.95155
1296.76 1745.18 2.33668
1301.09 1745.79 4.43258
1301.3 1745.28 4.8386
1297.5 1749.81 2.36502
1296.43 1745.43 2.14849
1300.7 1749.21 4.07908
1300.56 1749.13 3.91312
1298.31 1750.14 2.94986
1299.91 1749.77 3.69235
1300.01 1749.88 3.83729
1296.6 1747.3 0.448853
1301.09 1745.9 4.39428
1301.01 1746.51 4.13266
1300.51 1749.21 3.90597
1296.52 1745.53 2.02731
1298.62 1750.19 3.13685
1301 1746.73 4.07693
1296.58 1745.11 2.42312
1301.22 1748.18 4.27659
1296.58 1747.23 0.496786
1296.58 1748.61 1.18361
1298.5 1750.19 3.08555
1299.98 1749.74 3.7315
1301.1 1745.26 4.67585
1300.9 1749.05 4.19639
1297.3 1749.45 1.97134
1296.62 1745.71 1.82723
1296.47 1745.57 1.9997
1296.68 1746.33 1.20957
1296.59 1747.32 0.448685
1300.74 1749.26 4.13433
1301.29 1745.51 4.72872
1296.57 1747.4 0.438704
1296.54 1747.6 0.466709
1300.79 1749.01 4.08316
1301.27 1746.85 4.32222
1297.67 1749.92 2.51167
1297.09 1749.1 1.60752
1300.99 1748.74 4.1763
1301.19 1747.87 4.20533
1300.54 1749.29 3.97013
1301.14 1746.99 4.17317
1300.99 1748.72 4.17133
1296.7 1748.97 1.5
1297.28 1749.67 2.18466
1301.19 1747.59 4.18727
1301.18 1747.94 4.20561
1300.89 1748.45 4.00182
1296.5 1748.48 1.09511
1296.51 1748.53 1.13804
1301 1748.85 4.22585
1301.03 1745.49 4.50478
1296.7 1748.63 1.17455
1296.65 1744.99 2.52943
1296.4 1747.32 0.624316
1301.12 1747.24 4.13058
1301.27 1747.52 4.2688
1301.15 1748.31 4.23215
1296.69 1746.11 1.42429
1296.54 1748.53 1.13188
1301.01 1748.85 4.23464
1300.73 1749.14 4.07622
1300.74 1749 4.02524
1296.4 1747.06 0.739894
1301 1748.56 4.14001
1301.16 1746.47 4.28684
1298.56 1750.07 3.00947
1296.75 1748.71 1.23448
1296.68 1748.09 0.669327
1296.61 1747.57 0.400288
1298.41 1750.04 2.90772
1300.79 1748.82 4.01198
1301.09 1747.38 4.08755
1296.65 1745.44 2.09134
1298.18 1749.86 2.63694
1301.23 1748.11 4.27217
1301.08 1747.79 4.08983
1296.49 1746.47 1.14865
1296.6 1747.53 0.398758
1301.15 1748.5 4.27096
1301.05 1748.62 4.20555
1298.72 1750.03 3.05781
1301.08 1748.42 4.17889
1296.98 1749.02 1.52044
1301.07 1745.01 4.76847
1301.02 1746.62 4.11085
1296.45 1744.92 2.64215
1300.32 1749.62 3.9366
1300.87 1748.5 3.99748
1296.67 1748.92 1.45988
1297.62 1749.87 2.45231
1297.77 1749.95 2.56647
1299.97 1749.69 3.68699
1298.45 1750.04 2.92793
1299.04 1750.2 3.38545
1300.78 1748.71 3.96578
1300.14 1749.49 3.72006
1299.31 1750.17 3.52859
1297.08 1749.04 1.54109
1301.28 1746.82 4.33256
1296.59 1746.89 0.735072
1299.46 1750.07 3.55428
1301.04 1746.78 4.10473
1296.51 1746.71 0.931545
1296.6 1748.77 1.33272
1300.79 1748.81 4.00804
1296.75 1749.01 1.53114
1296.67 1747.78 0.431099
1296.97 1749.36 1.85828
1296.42 1745.89 1.70591
1301.16 1747.32 4.16143
1301.25 1747.97 4.27454
1300.05 1749.86 3.8553
1296.4 1747.06 0.741433
1301.1 1745.08 4.75975
1299.8 1749.78 3.613
1296.56 1748.67 1.24511
1298.48 1750.01 2.91441
1296.58 1745.75 1.80062
1301.13 1747.33 4.13534
1297.63 1749.9 2.48002
1301 1748.24 4.07114
1301.08 1746.43 4.2139
1296.43 1744.92 2.64293
1301.02 1746.49 4.1431
1301.03 1745.6 4.45057
1296.68 1746.53 1.02589
1300.91 1748.76 4.10772
1300.51 1749.35 3.96191
1297.48 1749.79 2.33946
1298.33 1750.04 2.86462
1300.32 1749.35 3.79523
1301.2 1747.52 4.19782
1301.02 1746.11 4.25212
1300.2 1749.78 3.92687
1296.45 1747.3 0.584316
1296.52 1745.97 1.6039
1301.19 1746.22 4.37887
1301.2 1748.34 4.279
1301.18 1745.41 4.67409
1296.43 1744.91 2.65157
1299.03 1750.05 3.25756
1297.64 1749.87 2.45545
1296.62 1747.72 0.441529
1296.52 1746.97 0.718224
1301 1747.3 4.00728
1301.3 1745.25 4.85283
1296.56 1746.6 1.00548
1301.08 1746.94 4.11977
1297.86 1749.78 2.43798
1301.2 1747.82 4.20819
1296.77 1745.1 2.41293
1301.01 1746.44 4.14518
1298.59 1750.08 3.02409
1301.16 1748.16 4.21414
1301.16 1746.09 4.39209
1296.63 1746.07 1.47554
1301.14 1745.11 4.77779
1296.52 1746.98 0.710646
1301.28 1746.59 4.37246
1300.74 1748.94 4.00764
1300.09 1749.69 3.78549
1301.17 1746.85 4.21858
1301.05 1745.85 4.37171
1298.29 1749.95 2.77188
1297.59 1749.89 2.46273
1301.28 1745.47 4.73881
1301.22 1745.79 4.55239
1301.25 1746.64 4.33635
1298.26 1750.07 2.86299
1297.72 1749.79 2.40542
1298.36 1749.95 2.80199
1299.87 1749.9 3.74212
1299.83 1749.76 3.6234
1296.58 1746.07 1.49507
1298.88 1750.08 3.19367
1296.42 1746.44 1.20563
1296.73 1748.87 1.39139
1296.63 1748.64 1.19767
1301.02 1746.11 4.25125
1296.97 1749.23 1.73507
1301.11 1745.57 4.53849
1301.02 1745.82 4.358
1297.82 1749.8 2.43932
1300.89 1748.59 4.04245
1297.29 1749.29 1.81408
1296.69 1745.96 1.57502
1301.19 1745.46 4.65796
1296.56 1748.57 1.15699
1301.13 1744.98 4.83646
1297.68 1749.91 2.49893
1301.29 1746.18 4.48641
1301.15 1748.46 4.258
1297.39 1749.48 2.01806
1298.94 1750.08 3.22361
1299.63 1749.97 3.60369
1296.49 1748 0.71545
1301.07 1745.18 4.68513
1298.8 1750.19 3.23467
1300.38 1749.29 3.82792
1301.02 1745.7 4.40639
1296.69 1748.61 1.14914
1300.97 1748.08 4.01504
1301.14 1747.06 4.16587
1300.49 1749.28 3.9139
1300.52 1749.44 4.02332
1300.57 1749.29 3.99088
1296.85 1744.96 2.54706
1300.01 1749.71 3.73514
1301.22 1745.94 4.50152
1299.68 1750 3.66654
1296.72 1745.2 2.31819
1301.19 1747.04 4.21896
1300.3 1749.72 3.97999
1301.05 1745.04 4.7396
1300.9 1748.4 4.00556
1301.12 1747.08 4.14035
1301.27 1747.16 4.28686
1296.58 1745.38 2.15651
1296.72 1748.27 0.817343
1296.48 1745.83 1.75006
1299.64 1749.87 3.54364
1296.62 1745.66 1.8776
1300.39 1749.49 3.93198
1298.71 1750.2 3.19691
1301.02 1745.58 4.45716
1300.16 1749.79 3.90031
1301.19 1747.38 4.19558
1301.29 1745.32 4.80598
1297.9 1749.73 2.41114
1296.79 1745 2.50582
1296.87 1748.96 1.46751
1299.75 1749.8 3.58741
1301.19 1745.67 4.5702
1300.95 1748.18 4.01086
1301.26 1747.48 4.26494
1296.46 1746.31 1.30875
1297.25 1749.31 1.82853
1301.01 1748.77 4.21077
1301.19 1746.48 4.31248
1296.69 1745.83 1.7016
1300.33 1749.67 3.98002
1297.84 1749.89 2.53264
1301.12 1745.05 4.7932
1296.52 1746.45 1.15569
1301.19 1746.77 4.25063
1301.21 1747.46 4.20613
1300.77 1749.24 4.14724
1296.47 1747.4 0.536059
1296.83 1748.95 1.46098
1301.01 1748.52 4.13648
1296.53 1747.5 0.471891
1299.64 1750.06 3.67277
1301.08 1745.88 4.39392
1301.11 1747.78 4.11961
1301 1748.71 4.17865
1300.61 1749.09 3.94355
1301.14 1746.54 4.25072
1299.03 1750.2 3.38186
1301.05 1748.37 4.13907
1298.34 1749.94 2.78266
1301.14 1747.17 4.1534
1300.86 1748.98 4.13246
1297.74 1749.95 2.56044
1296.7 1748.15 0.721765
1296.91 1748.88 1.38293
1296.41 1746.59 1.08014
1301.14 1747.93 4.16126
1296.4 1747.17 0.680688
1296.67 1747.27 0.400763
1297.38 1749.75 2.2798
1296.88 1748.91 1.41839
1297.61 1749.8 2.38167
1296.71 1748.3 0.84682
1300.2 1749.71 3.89047
1301 1747.58 3.9979
1299.66 1749.97 3.62504
1297.45 1749.45 1.99724
1301.19 1747.04 4.21869
1297.63 1749.57 2.15965
1300.58 1749.37 4.03699
1301.24 1746.34 4.39526
1297.26 1749.34 1.86327
1297.08 1749.22 1.72624
1300.16 1749.81 3.91571
1299.4 1750.01 3.47593
1301.09 1748.22 4.15021
1301.07 1747.32 4.07732
1298.69 1750 3.01431
1296.48 1747.93 0.679449
1296.49 1745.14 2.41148
1301.21 1745.18 4.80755
1296.83 1748.59 1.10613
1297.71 1749.65 2.26802
1296.5 1745.47 2.08964
1299.05 1749.95 3.19464
1300.44 1749.21 3.8406
1299.24 1749.98 3.33818
1297.23 1749.63 2.14165
1296.58 1746.61 0.986418
1301.1 1746.28 4.27747
1296.81 1749 1.51454
1301.07 1747.46 4.07184
1296.53 1745.6 1.95964
1301.02 1748.52 4.14411
1296.61 1746.25 1.31144
1296.67 1747.19 0.45705
1301.29 1746.04 4.528
1301.14 1746.39 4.28881
1296.47 1746.81 0.871079
1296.52 1748.22 0.862847
1296.57 1748.05 0.698767
1299.79 1750.02 3.76126
1296.66 1748.7 1.25078
1296.5 1746.48 1.13874
1301.23 1746.2 4.42969
1300.83 1748.61 3.98462
1296.72 1748.86 1.39029
1298.02 1749.99 2.69355
1301.27 1746.77 4.33411
1296.7 1748.7 1.23383
1297.93 1750.03 2.69197
1296.9 1748.77 1.27353
1298.24 1750.06 2.84004
1300.89 1748.91 4.14261
1300.83 1748.95 4.09335
1296.79 1744.91 2.5984
1299.2 1749.95 3.29325
1301.11 1748.01 4.13931
1300.4 1749.62 4.01019
1300.07 1749.61 3.72263
1301.06 1748.03 4.09254
1296.52 1745.83 1.73983
1296.42 1746.18 1.44211
1297.93 1749.87 2.54981
1300.93 1748.52 4.06534
1300.8 1748.68 3.97471
1300.75 1748.77 3.95797
1298.86 1750.13 3.21911
1297.03 1749.04 1.5425
1296.49 1746.3 1.30154
1301.01 1746.12 4.24624
1296.58 1744.96 2.57412
1296.54 1747.8 0.553353
1296.68 1746.37 1.17818
1296.6 1748 0.635126
1301.05 1747.6 4.05311
1296.51 1744.9 2.64102
1300.06 1749.65 3.73702
1300.35 1749.68 3.99286
1301.17 1748.35 4.25332
1296.69 1745.4 2.12489
1298.91 1749.93 3.09279
1300.97 1748.06 4.01188
1300.98 1745.03 4.68232
1296.42 1745.88 1.71569
1301.02 1746 4.29378
1300.71 1749.3 4.12217
1296.41 1746.51 1.15001
1301.24 1746.92 4.27717
1301.02 1745.94 4.30764
1300.82 1749.17 4.16874
1299.98 1749.89 3.81756
1296.76 1744.94 2.57137
1300.65 1748.94 3.92158
1296.5 1747.66 0.529875
1297.4 1749.4 1.94038
1296.63 1745.65 1.88706
1296.59 1745.14 2.39036
1297.72 1749.89 2.49164
1297.2 1749.39 1.89701
1297.27 1749.45 1.97179
1298.81 1749.98 3.07045
1296.66 1748.32 0.892754
1301.15 1745.25 4.71986
1301.27 1747.35 4.27027
1298.96 1750.05 3.21569
1301.14 1747.88 4.16125
1298.72 1750.21 3.20749
1296.49 1745.15 2.4074
1297.71 1749.76 2.36652
1299.81 1749.71 3.57576
1300.47 1749.2 3.86038
1299.58 1749.94 3.5565
1296.92 1748.79 1.28947
1297.2 1749.37 1.8787
1297.77 1749.73 2.35871
1301.16 1745.8 4.4929
1301.14 1745.94 4.42707
1296.59 1747.61 0.421195
1300.27 1749.39 3.77401
1299.95 1749.93 3.82325
1296.5 1747.65 0.522852
1301.14 1745.51 4.59451
1296.4 1747.71 0.636751
1301.27 1747.46 4.27226
1301.13 1748.57 4.26211
1297.86 1749.94 2.5853
1300.97 1748.93 4.22349
1299.07 1750.04 3.27336
1301.08 1746.8 4.14474
1296.67 1747.58 0.341544
1301.26 1747.91 4.27508
1300.69 1748.9 3.94492
1298.93 1750.21 3.32918
1298.09 1749.9 2.63836
1298.41 1750.02 2.8845
1301.2 1746.8 4.2563
1297.82 1750 2.63136
1300.2 1749.7 3.87887
1299.74 1749.79 3.5723
